siteid,fluxnetid,keyid,sitename,countryid,land_unit,status,latitude,longitude,year_began,network1,network2,network3,koeppen_climate,gtopo30_elevation,igbp_land_use,umd_land_cover,lai_fpar,npp_land_cover,plant_functional_type,network1_id
296,CG-Euc,cd.congo_eucalyptus.01,Eucalyptus of Congo-Hinda,Congo - Kinshasa,Africa,Active,-4,12,2000,CarboEuroFlux (EU-FP5),(null),(null),Aw - Equatorial savannah with dry winter,331,Evergreen Broadleaf Forest,Evergreen Broadleaf Forest,Evergreen Broadleaf Forest,Evergreen Broadleaf Vegetation,Evergreen Broadleaf Trees,5
304,CH-Cha,ch.chamau.01,Chamau grassland,Switzerland,Europe,Active,47.21022222,8.410444444,2006,GHG-Europe (EU-FP7),Swiss Fluxnet,CarboExtreme (EU-FP7),Cfb - Warm temperate fully humid with warm summer,394,Cropland/Natural Vegetation Mosaic,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,37
306,CH-Fru,ch.fruebuel.01,Fruebuel grassland,Switzerland,Europe,Active,47.11583333,8.537777778,2006,GHG-Europe (EU-FP7),Swiss Fluxnet,CarboExtreme (EU-FP7),Cfb - Warm temperate fully humid with warm summer,975,Cropland/Natural Vegetation Mosaic,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,37
308,CH-Lae,ch.laegeren.01,Laegeren,Switzerland,Europe,Active,47.47808333,8.365,2004,GHG-Europe (EU-FP7),Swiss Fluxnet,CarboEurope-IP (EU-FP6),Cfb - Warm temperate fully humid with warm summer,645,Mixed Forests,Mixed Forests,Deciduous Broadleaf Forest,Deciduous Broadleaf Vegetation,Deciduous Broadleaf Trees,37
313,CH-Oe1,ch.oensingen.01,Oensingen1 grass,Switzerland,Europe,Active,47.28583333,7.731944444,2002,CarboEurope-IP (EU-FP6),Swiss Fluxnet,Greengrass (EU-FP5),Cfb - Warm temperate fully humid with warm summer,451,Croplands,Croplands,Grasses/Cereal Crops,Annual Grass Vegetation,Cereal crop,7
314,CH-Oe2,ch.oensingen.02,Oensingen2 crop,Switzerland,Europe,Active,47.28630556,7.734333333,2004,GHG-Europe (EU-FP7),Swiss Fluxnet,CarboExtreme (EU-FP7),Cfb - Warm temperate fully humid with warm summer,450,Croplands,Croplands,Grasses/Cereal Crops,Annual Grass Vegetation,Cereal crop,37
318,CH-See,ch.seebodenalp.01,Seebodenalp,Switzerland,Europe,Inactive,47.0567,8.4644,2002,European Unaffiliated,Carbomont (EU-FP5),(null),Cfb - Warm temperate fully humid with warm summer,1068,Mixed Forests,Mixed Forests,Evergreen Needleleaf Forest,Evergreen Needleleaf Vegetation,Evergreen Needleleaf Trees,40
319,CH-Dav,ch.seehornwald.01,Davos- Seehorn forest,Switzerland,Europe,Active,46.81533333,9.855916667,1997,GHG-Europe (EU-FP7),Swiss Fluxnet,CarboExtreme (EU-FP7),ET - Polar tundra,1762,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Vegetation,Evergreen Needleleaf Trees,37
326,CN-Bed,cn.beijing_daxing.01,Beijing Daxing,China,Asia,Active,39.53055556,116.2519444,2005,Unaffiliated,(null),(null),Dwa - Snow dry winter hot summer,30,Croplands,Croplands,Grasses/Cereal Crops,Annual Grass Vegetation,Cereal crop,19
327,CN-Cha,cn.changbaishan.01,Changbaishan,China,Asia,Active,42.4025,128.0958333,2002,ChinaFlux,(null),(null),Dwb - Snow dry winter warm summer,754,Mixed Forests,Mixed Forests,Deciduous Broadleaf Forest,Deciduous Broadleaf Vegetation,Deciduous Broadleaf Trees,10
334,CN-Dan,cn.dangxiong.01,Damxung,China,Asia,Active,30.85,91.08333333,2003,ChinaFlux,(null),(null),ET - Polar tundra,4751,Grasslands,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,10
335,CN-Din,cn.dinghushan.01,Dinghushan,China,Asia,Active,23.16666667,112.5333333,2002,ChinaFlux,(null),(null),Cfa - Warm temperate fully humid with hot summer,261,Evergreen Broadleaf Forest,Evergreen Broadleaf Forest,Evergreen Broadleaf Forest,Evergreen Broadleaf Vegetation,Evergreen Broadleaf Trees,10
336,CN-Do1,cn.dongtan1.01,Dongtan 1,China,Asia,Active,31.5167,121.9607,2004,USCCC,AsiaFlux,(null),Cfa - Warm temperate fully humid with hot summer,6,Water,Water,Water,Water,Water,23
337,CN-Do2,cn.dongtan2.01,Dongtan 2,China,Asia,Active,31.5847,121.9035,2004,USCCC,AsiaFlux,(null),Cfa - Warm temperate fully humid with hot summer,4,Woody Savannas,Woody Savannas,Savannah,Annual Grass Vegetation,Shrub,23
338,CN-Do3,cn.dongtan3.01,Dongtan 3,China,Asia,Active,31.5169,121.9717,2004,USCCC,AsiaFlux,(null),Cfa - Warm temperate fully humid with hot summer,6,Water,Water,Water,Water,Water,23
340,CN-Dwu,cn.dongwu_grassland.01,Dongwu-grassland,China,Asia,Intermittent,45.56013889,117.0002778,2005,AsiaFlux,(null),(null),Dwc - Snow dry winter cool summer,875,Grasslands,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,2
344,CN-Du2,cn.duolun_grassland.01,Duolun-grassland,China,Asia,Active,42.04666667,116.2836111,2005,AsiaFlux,(null),(null),Dwb - Snow dry winter warm summer,1331,Grasslands,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,2
345,CN-Hab,cn.haibei.01,Haibei Meadow,China,Asia,Active,37.613333,101.305,2002,ChinaFlux,(null),(null),ET - Polar tundra,3183,Grasslands,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,10
348,CN-Hug,cn.hulunber.01,Hulunbeier temperate meadow steppe,China,Asia,Inactive,49.32695,120.0503833,2006,ChinaFlux,(null),(null),Dwc - Snow dry winter cool summer,631,Grasslands,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,10
352,CN-Ku1,cn.kubuqi_forest.01,Kubuqi-populus forest,China,Asia,Active,40.53833333,108.6936111,2005,AsiaFlux,(null),(null),BSk - Arid Steppe cold,1023,Grasslands,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,2
353,CN-Ku2,cn.kubuqi_shrubland.01,Kubuqi-shrubland,China,Asia,Active,40.38083333,108.5486111,2005,AsiaFlux,(null),(null),BSk - Arid Steppe cold,1156,Grasslands,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,2
358,CN-Qia,cn.qianyanzhou.01,Qianyanzhou,China,Asia,Active,26.73333333,115.0666667,2002,ChinaFlux,(null),(null),Cfa - Warm temperate fully humid with hot summer,64,Woody Savannas,Woody Savannas,Savannah,Evergreen Broadleaf Vegetation,Shrub,10
375,CN-Xi1,cn.xilinhot.01,Xilinhot-degraded Leymus grassland,China,Asia,Active,43.55444444,116.2797222,2005,AsiaFlux,(null),(null),Dwb - Snow dry winter warm summer,1293,Grasslands,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,2
376,CN-Xsh,cn.xishuangbanna.01,Xishuangbanna,China,Asia,Active,21.960833,101.200278,2002,ChinaFlux,(null),(null),Cwa - Warm temperate with dry winter and hot summer,732,Evergreen Broadleaf Forest,Evergreen Broadleaf Forest,Evergreen Broadleaf Forest,Evergreen Broadleaf Vegetation,Evergreen Broadleaf Trees,10
377,CN-Yuc,cn.yucheng.01,Yucheng,China,Asia,Active,36.95,116.6,(null),ChinaFlux,(null),(null),Cwa - Warm temperate with dry winter and hot summer,13,Croplands,Croplands,Grasses/Cereal Crops,Annual Grass Vegetation,Cereal crop,10
380,CN-Zha,cn.zhangye_oasis.01,Zhangye Oasis,China,Asia,Inactive,39,100,1992,AsiaFlux,(null),(null),BSk - Arid Steppe cold,1877,Grasslands,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,2
382,CR-Lse,cr.la_selva.01,La Selva,Costa Rica,South America,Inactive,10.42333333,-84.02111111,1998,AmeriFlux,(null),(null),Am - Equatorial monsoon,93,Evergreen Broadleaf Forest,Evergreen Broadleaf Forest,Evergreen Broadleaf Forest,Evergreen Broadleaf Vegetation,Evergreen Broadleaf Trees,1
383,CR-Lin,cr.los_inocentes.01,Los Inocentes,Costa Rica,South America,Inactive,11.01667,-85.5,2005,Unaffiliated,(null),(null),Aw - Equatorial savannah with dry winter,310,Evergreen Broadleaf Forest,Evergreen Broadleaf Forest,Evergreen Broadleaf Forest,Evergreen Broadleaf Vegetation,Evergreen Broadleaf Trees,19
384,CR-Sro,cr.santa_rosa.01,Santa Rosa National Park,Costa Rica,South America,Active,10.81472,-85.615,2005,Unaffiliated,(null),(null),Aw - Equatorial savannah with dry winter,258,Cropland/Natural Vegetation Mosaic,Woody Savannas,Savannah,Deciduous Broadleaf Vegetation,Grass,19
386,CZ-BK1,cz.bilykriz.01,Bily Kriz- Beskidy Mountains,Czech Republic,Europe,Active,49.5021286,18.53685951,2000,GHG-Europe (EU-FP7),CarboEurope-IP (EU-FP6),CarboEuroFlux (EU-FP5),Dfb - Snow fully humid warm summer,862,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Vegetation,Evergreen Needleleaf Trees,37
387,DE-Ber,de.berch.01,Berchtesgaden,Germany,Europe,Active,47.61666667,12.58333333,2002,Carbomont (EU-FP5),(null),(null),Dfb - Snow fully humid warm summer,1360,Mixed Forests,Mixed Forests,Evergreen Needleleaf Forest,Evergreen Needleleaf Vegetation,Evergreen Needleleaf Trees,9
389,DE-Geb,de.gebesee.01,Gebesee,Germany,Europe,Active,51.1001,10.9143,2001,IMECC (EU-FP6),CarboEurope-IP (EU-FP6),(null),Cfb - Warm temperate fully humid with warm summer,157,Croplands,Croplands,Grasses/Cereal Crops,Annual Grass Vegetation,Cereal crop,32
391,DE-Gri,de.grillenburg.01,Grillenburg- grass station,Germany,Europe,Active,50.94946944,13.512525,2004,CarboEurope-IP (EU-FP6),(null),(null),Cfb - Warm temperate fully humid with warm summer,377,Mixed Forests,Mixed Forests,Deciduous Broadleaf Forest,Deciduous Broadleaf Vegetation,Deciduous Broadleaf Trees,7
392,DE-Hai,de.hainich_park.01,Hainich,Germany,Europe,Active,51.07916667,10.453,2000,CarboEurope-IP (EU-FP6),CarboEuroFlux (EU-FP5),(null),Cfb - Warm temperate fully humid with warm summer,433,Mixed Forests,Mixed Forests,Deciduous Broadleaf Forest,Deciduous Broadleaf Vegetation,Deciduous Broadleaf Trees,7
394,DE-Kan,de.kannenbruch.01,Kannenbruch Forest,Germany,Europe,Active,53.784328,10.604899,2001,European Unaffiliated,Carbomont (EU-FP5),(null),Cfb - Warm temperate fully humid with warm summer,15,Mixed Forests,Mixed Forests,Deciduous Broadleaf Forest,Deciduous Broadleaf Vegetation,Deciduous Broadleaf Trees,40
395,DE-Kli,de.klingenberg.01,Klingenberg,Germany,Europe,Active,50.8928806,13.5225056,2004,CarboEurope-IP (EU-FP6),(null),(null),Cfb - Warm temperate fully humid with warm summer,468,Croplands,Croplands,Grasses/Cereal Crops,Annual Grass Vegetation,Cereal crop,7
396,DE-Lnf,de.leinefelde.01,Leinefelde,Germany,Europe,Inactive,51.3282167,10.3678,2012,European Unaffiliated,(null),(null),Cfb - Warm temperate fully humid with warm summer,456,Deciduous Broadleaf Forest,Deciduous Broadleaf Forest,Deciduous Broadleaf Forest,Deciduous Broadleaf Vegetation,Deciduous Broadleaf Trees,40
399,DE-Meh,de.mehrstedt.01,Mehrstedt1,Germany,Europe,Active,51.27530556,10.65547222,2003,CarboEurope-IP (EU-FP6),(null),(null),Cfb - Warm temperate fully humid with warm summer,291,Croplands,Croplands,Grasses/Cereal Crops,Annual Grass Vegetation,Cereal crop,7
401,DE-Obe,de.oberbarenburg.01,Oberbarenburg,Germany,Europe,Active,50.7836167,13.7196306,2004,European Unaffiliated,(null),(null),Cfb - Warm temperate fully humid with warm summer,695,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Vegetation,Evergreen Needleleaf Trees,40
402,DE-Sch,de.schonau.01,Schonau,Germany,Europe,Active,47.6,12.96666667,2004,European Unaffiliated,(null),(null),Cfb - Warm temperate fully humid with warm summer,684,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Vegetation,Evergreen Needleleaf Trees,40
403,DE-Sol,de.solling.01,Solling F1,Germany,Europe,Active,51.76666667,9.583333333,1995,Unaffiliated,EuroFlux (EU-FP4),(null),Cfb - Warm temperate fully humid with warm summer,484,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Vegetation,Evergreen Needleleaf Trees,19
404,DE-Tha,de.tharandt.01,Tharandt- Anchor Station,Germany,Europe,Active,50.96361111,13.56694444,1996,CarboExtreme (EU-FP7),CarboEurope-IP (EU-FP6),CarboEuroFlux (EU-FP5),Cfb - Warm temperate fully humid with warm summer,320,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Vegetation,Evergreen Needleleaf Trees,35
405,DE-Bay,de.weidenbrunnen.01,Bayreuth-Waldstein / Weidenbrunnen,Germany,Europe,Inactive,50.14194,11.86694,1996,EuroFlux (EU-FP4),(null),(null),Cfb - Warm temperate fully humid with warm summer,781,Mixed Forests,Mixed Forests,Evergreen Needleleaf Forest,Evergreen Needleleaf Vegetation,Evergreen Needleleaf Trees,11
406,DE-Wet,de.wetzstein.01,Wetzstein,Germany,Europe,Active,50.4535,11.45753333,2002,CarboEurope-IP (EU-FP6),(null),(null),Cfb - Warm temperate fully humid with warm summer,703,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Vegetation,Evergreen Needleleaf Trees,7
410,DK-Fou,dk.foulum.01,Foulum,Denmark,Europe,Active,56.48419952,9.587220192,2004,CarboEurope-IP (EU-FP6),(null),(null),Cfb - Warm temperate fully humid with warm summer,55,Croplands,Croplands,Grasses/Cereal Crops,Annual Grass Vegetation,Cereal crop,7
413,DK-Lva,dk.lille_valby.01,Lille Valby (Rimi),Denmark,Europe,Active,55.68330002,12.08329964,2004,CarboEurope-IP (EU-FP6),(null),(null),Cfb - Warm temperate fully humid with warm summer,-2493,Mixed Forests,Mixed Forests,Evergreen Needleleaf Forest,Evergreen Needleleaf Vegetation,Evergreen Needleleaf Trees,7
414,DK-Ris,dk.risbyholm.01,Risbyholm,Denmark,Europe,Active,55.53027778,12.09722222,2004,CarboEurope-IP (EU-FP6),(null),(null),Cfb - Warm temperate fully humid with warm summer,24,Croplands,Croplands,Grasses/Cereal Crops,Annual Grass Vegetation,Cereal crop,7
419,DK-Sor,dk.soro_hardwood.01,Soroe- LilleBogeskov,Denmark,Europe,Active,55.4858694,11.6446444,1996,IMECC (EU-FP6),CarboEurope-IP (EU-FP6),CarboEuroFlux (EU-FP5),Cfb - Warm temperate fully humid with warm summer,35,Deciduous Broadleaf Forest,Deciduous Broadleaf Forest,Deciduous Broadleaf Forest,Deciduous Broadleaf Vegetation,Deciduous Broadleaf Trees,32
420,DK-Sto,dk.store_ebberup.01,Store Ebberup,Denmark,Europe,Inactive,55.4833,11.6333,1998,CarboEurope,(null),(null),Cfb - Warm temperate fully humid with warm summer,39,Croplands,Croplands,Grasses/Cereal Crops,Annual Grass Vegetation,Cereal crop,6
423,DK-Ulb,dk.ulborg.01,Ulborg,Denmark,Europe,Active,56.29102778,8.428027778,2010,European Unaffiliated,(null),(null),Cfb - Warm temperate fully humid with warm summer,39,Mixed Forests,Mixed Forests,Evergreen Needleleaf Forest,Evergreen Needleleaf Vegetation,Evergreen Needleleaf Trees,40
435,ES-VDA,es.alinya.01,Vall dAlinya,Spain,Europe,Active,42.15218,1.4485,2002,CarboEurope-IP (EU-FP6),(null),(null),Cfb - Warm temperate fully humid with warm summer,1787,Savannas,Savannas,Savannah,Evergreen Broadleaf Vegetation,Shrub,7
437,ES-ES1,es.elsaler.01,El Saler,Spain,Europe,Active,39.34597222,-0.318805555,1999,CarboEurope-IP (EU-FP6),CarboEuroFlux (EU-FP5),Medeflu (EU-FP4),"Csa - Warm temperate with dry, hot summer",1,Permanent Wetlands,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Vegetation,Evergreen Needleleaf Trees,7
438,ES-ES2,es.elsaler_sueca.01,El Saler-Sueca,Spain,Europe,Active,39.27555556,-0.315277778,2004,CarboEurope-IP (EU-FP6),(null),(null),"Csa - Warm temperate with dry, hot summer",7,Croplands,Croplands,Grasses/Cereal Crops,Annual Grass Vegetation,Cereal crop,7
439,ES-LJu,es.ljuanes.01,Llano de los Juanes,Spain,Europe,Active,36.926594,-2.752115,2004,GHG-Europe (EU-FP7),(null),(null),"Csa - Warm temperate with dry, hot summer",1622,Closed Shrublands,Closed Shrublands,Shrubs,Annual Broadleaf Vegetation,Shrub,37
440,ES-LMa,es.lma.01,Las Majadas del Tietar,Spain,Europe,Active,39.9415,-5.773361111,2004,IMECC (EU-FP6),CarboEurope-IP (EU-FP6),(null),"Csa - Warm temperate with dry, hot summer",278,Closed Shrublands,Closed Shrublands,Shrubs,Annual Broadleaf Vegetation,Shrub,32
447,FI-Hyy,fi.hyytiala.01,Hyytiala,Finland,Europe,Active,61.8475,24.295,1996,GHG-Europe (EU-FP7),IMECC (EU-FP6),CarboEurope-IP (EU-FP6),Dfc - Snow fully humid cool summer,185,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Vegetation,Evergreen Needleleaf Trees,37
448,FI-Jok,fi.jokionen.01,Jokioinen agricultural field,Finland,Europe,Inactive,60.8986,23.51345,2000,GHG-Europe (EU-FP7),(null),(null),Dfc - Snow fully humid cool summer,118,Croplands,Croplands,Broadleaf Crops,Annual Broadleaf Vegetation,Broadleaf crop,37
449,FI-Kaa,fi.kaamanen.01,Kaamanen wetland,Finland,Europe,Active,69.14069444,27.29502778,2000,CarboEurope-IP (EU-FP6),CarboEuroFlux (EU-FP5),(null),Dfc - Snow fully humid cool summer,159,Woody Savannas,Woody Savannas,Savannah,Annual Grass Vegetation,Grass,7
455,FI-Alk,fi.peatland.01,Alkkia Scots pine forest,Finland,Europe,Active,62.183367,22.784233,2002,European Unaffiliated,(null),(null),Dfc - Snow fully humid cool summer,165,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Vegetation,Evergreen Needleleaf Trees,40
459,FI-Sod,fi.sodankyla.01,Sodankyla,Finland,Europe,Active,67.36186111,26.63783333,2000,CarboEurope-IP (EU-FP6),CarboEuroFlux (EU-FP5),(null),Dfc - Snow fully humid cool summer,188,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Vegetation,Evergreen Needleleaf Trees,7
461,FI-Var,fi.varrio.01,Varrio,Finland,Europe,Active,67.7569,29.616,2012,European Unaffiliated,(null),(null),Dfc - Snow fully humid cool summer,308,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Vegetation,Evergreen Needleleaf Trees,40
462,FR-Aur,fr.aurade.01,Aurade,France,Europe,Active,43.5496,1.106148,2004,GHG-Europe (EU-FP7),(null),(null),Cfb - Warm temperate fully humid with warm summer,258,Croplands,Croplands,Grasses/Cereal Crops,Annual Grass Vegetation,Cereal crop,37
463,FR-Avi,fr.avignon.01,Avignon,France,Europe,Active,43.91608333,4.878055556,2004,CarboEurope-IP (EU-FP6),(null),(null),"Csa - Warm temperate with dry, hot summer",33,Croplands,Croplands,Grasses/Cereal Crops,Annual Grass Vegetation,Cereal crop,7
464,FR-Bil,fr.bilos.01,Bilos  (after 6/20/2004),France,Europe,Active,44.49389,-0.95594,2004,European Unaffiliated,(null),(null),Cfb - Warm temperate fully humid with warm summer,39,Woody Savannas,Woody Savannas,Savannah,Evergreen Needleleaf Vegetation,Shrub,40
466,FR-LBr,fr.bordeaux.01,Le Bray (after 6/28/1998),France,Europe,Active,44.71711,-0.7693,1996,CarboEurope-IP (EU-FP6),CarboEuroFlux (EU-FP5),EuroFlux (EU-FP4),Cfb - Warm temperate fully humid with warm summer,62,Cropland/Natural Vegetation Mosaic,Woody Savannas,Savannah,Evergreen Broadleaf Vegetation,Shrub,7
470,FR-Cou,fr.couhins.01,Couhins,France,Europe,Active,44.75555556,-0.555555556,2004,European Unaffiliated,(null),(null),Cfb - Warm temperate fully humid with warm summer,14,Cropland/Natural Vegetation Mosaic,Croplands,Grasses/Cereal Crops,Annual Grass Vegetation,Cereal crop,40
472,FR-Fon,fr.fontainebleau.01,Fontainebleau,France,Europe,Active,48.476402,2.780142,2005,CarboEurope-IP (EU-FP6),(null),(null),Cfb - Warm temperate fully humid with warm summer,94,Deciduous Broadleaf Forest,Deciduous Broadleaf Forest,Deciduous Broadleaf Forest,Deciduous Broadleaf Vegetation,Deciduous Broadleaf Trees,7
474,FR-Gri,fr.grignon.01,Grignon  (after 6/5/2005),France,Europe,Active,48.84422,1.95191,2004,CarboEurope-IP (EU-FP6),(null),(null),Cfb - Warm temperate fully humid with warm summer,117,Croplands,Croplands,Grasses/Cereal Crops,Annual Grass Vegetation,Cereal crop,7
476,FR-Hes,fr.hesse.01,Hesse Forest- Sarrebourg,France,Europe,Active,48.67416,7.06556,1996,GHG-Europe (EU-FP7),CarboEurope-IP (EU-FP6),CarboEuroFlux (EU-FP5),Cfb - Warm temperate fully humid with warm summer,293,Deciduous Broadleaf Forest,Deciduous Broadleaf Forest,Deciduous Broadleaf Forest,Deciduous Broadleaf Vegetation,Deciduous Broadleaf Trees,37
477,FR-Lam,fr.lamasquere.01,Lamasquere,France,Europe,Active,43.4965,1.2379,2004,GHG-Europe (EU-FP7),(null),(null),Cfb - Warm temperate fully humid with warm summer,182,Croplands,Croplands,Grasses/Cereal Crops,Annual Grass Vegetation,Cereal crop,37
